id	filename	md5	size	state
420eca55-8832-46ec-bd6f-28add7b8b6b7	TCGA-21-A5DI-01Z-00-DX1.E9123261-ADE7-468C-9E9A-334E131FFF97.svs	a29777226bb88b63331cf438699acff3	554422463	released
d7b57bca-6c28-4876-b726-b9e06bb359e6	TCGA-J1-A4AH-01Z-00-DX1.702A5CC6-0BFA-42F4-995B-8567A1DE0D09.svs	5f5f1b31a43180665f4246719eeee075	1299245213	released
8f165550-c581-4174-abaf-34dfeced32e0	TCGA-66-2791-01Z-00-DX1.7ae2b6ab-5284-4772-bc1e-fd608f70e583.svs	56d6ae8a2ad81569a02e0ead8efe620f	189060419	released
9dccff90-6639-43ad-8f96-e249d2515d1d	TCGA-98-A53I-01Z-00-DX1.B245E2C2-8D75-45EE-8930-44CFFF8B2106.svs	5b8732ada18a7f91830d2af392b1a1cf	350900409	released
165f29c0-f03c-43c0-8988-35d5e3496eb1	TCGA-85-8354-01Z-00-DX1.C9188133-08F4-43DD-BB60-6F7293CDB5B9.svs	bba8207b6b3d0539a72c83c9e00e218c	172813729	released
f49309c2-a04e-424b-8124-eb4917cbd3d8	TCGA-56-A4ZK-01Z-00-DX1.D6B1AC68-BF70-4C49-A5A1-233D6DA4AE27.svs	f123f2bb656daf36a834c818689db0a1	144872666	released
292ee62d-0507-476e-94d9-7f5a9a240455	TCGA-66-2793-01Z-00-DX1.133bc2be-1407-422c-a356-2477f1020c50.svs	bfe56bded499e29adf0ee438d653d940	596382505	released
2a8feeb0-e337-48aa-9863-965fecc933d5	TCGA-21-5783-01Z-00-DX1.3FAB28DF-5748-42D5-8257-3D440C4FB5FB.svs	d5af5d3b6b5daad680a2928e9595259f	439661359	released
ebf22c3b-1afa-490f-9912-3bb666f67207	TCGA-52-7810-01Z-00-DX1.54fcdfff-c1ac-4427-bb33-54959695134f.svs	d8c3326a9f828a72bcb4aaf0cef23ea1	1028326939	released
5048c79f-ed1d-4534-8da2-1a4d207b2371	TCGA-85-7698-01Z-00-DX1.bc8a89a7-356e-4913-9632-627774730f48.svs	8d4c56dab1083732561576f211c1a7e9	401571869	released
23900cd9-bc1b-414f-9987-559d58b4c515	TCGA-66-2742-01Z-00-DX1.8fdd6990-a08c-457b-80e4-586c619a784e.svs	8e06611c918049f75e553d2ef8b6d844	377565945	released
2bde871e-c37b-4257-8bde-77a845f65356	TCGA-43-6773-01Z-00-DX1.a05f9597-51b5-4a5a-9936-c61535b115bb.svs	8df68a8fe1290ead97649b3180a53de7	661049717	released
ea460685-7557-46a2-ba59-34381253f205	TCGA-21-1079-01Z-00-DX1.fb8e44cd-f73f-48a4-82d2-34f334d79f53.svs	bb25b21982ec4f356013c8bb6e3064e9	140972185	released
ad44be48-da3c-4a52-a0f2-e89d24b9eb2a	TCGA-39-5022-01Z-00-DX1.1bf6a4da-0b59-4478-bcf1-b004f0356342.svs	8da6ad3a2868bda5c871d8e1288bd877	240109043	released
9981a3bc-29aa-425e-b553-64ecfb514b52	TCGA-77-A5G7-01Z-00-DX1.F1FECF5D-C940-43D0-B49B-66C95AD9C85A.svs	5fefc635185a4c6744727a96d09c7f4a	1566987181	released
83c7687b-cfa6-426b-b57a-d8dd39d12a83	TCGA-43-7656-01Z-00-DX1.6076ce10-fcb2-4f29-b3f3-c3f5649dc469.svs	58c240d7a3abe0e63ad73c9144aa3449	331937069	released
93cc7c4e-d505-418c-bcc0-04591df96796	TCGA-85-8350-01Z-00-DX1.F9A32453-2E24-4874-A1FA-67B4173ABF03.svs	8427dd5553adf897e0a47eaef41c6811	351970335	released
7cacb2aa-afeb-43c4-80f6-27adb726dd60	TCGA-77-A5GH-01Z-00-DX1.2F4C2F84-17AE-415A-BF6C-01A899BAAE68.svs	8c0afe7aec795f32a40551e76c5515d6	2233575223	released
a35a2d08-530a-4859-9507-0626e9bc5c68	TCGA-56-8504-01Z-00-DX1.032AF45F-89C3-4265-8287-A455780DA887.svs	bf8a9be03fb757bf1bd9860396ca658e	170976592	released
68bfe4d7-1612-460b-9c60-fef33829e05f	TCGA-22-4593-01Z-00-DX1.B573D1D5-88CE-4989-8A18-F9545E8ACA82.svs	ba12ed810f51c59efcbb745772b1d9af	1709893775	released
242bd38e-f6eb-4e79-9952-6791d59c78f9	TCGA-63-7022-01Z-00-DX1.93EE6221-32E1-4E97-ABDB-E1814B655852.svs	d378a8eb8ae133e29ac13291b69d0619	111239332	released
9526045d-eeb3-4d36-adc0-f58c3058e446	TCGA-37-4129-01Z-00-DX1.0b52aa1e-20d4-4084-8fa1-2f1b7f09dd5b.svs	ea5a4d1b0c1913be2ac79b2c9d73ee9e	574958115	released
93023ef2-b339-4f23-a54b-3f5be9308e5c	TCGA-43-3920-01Z-00-DX1.33ab7101-e3e6-4156-9c16-efae940c8156.svs	9b06e5e3350186daf7e5e2095294e245	452457593	released
99a6abcb-b504-4478-bbf0-7b0d00820171	TCGA-18-3415-01Z-00-DX1.8C62F2CD-4A2F-4D1E-A662-D7D5AFE557AB.svs	f25a86462e4acac2327b4c1f320fa77a	974964044	released
0a780b0b-fce9-4999-92ba-a8b277578a1d	TCGA-60-2724-01Z-00-DX1.98f9e48f-9c09-4969-aa34-05666616ee9a.svs	72a0b4292280076ec8cdc886f9396849	838644743	released
a0fe2db4-e135-4581-a15f-1dce0cab5af5	TCGA-85-8277-01Z-00-DX1.ffad077e-e969-40ba-8504-2f2103911758.svs	c6ad8b2bfee686f39bfd7d4984485f80	867975967	released
a8170198-99b3-4269-883a-5ba4dab6bd53	TCGA-68-7757-01Z-00-DX1.4eece254-a119-436a-af3c-fad8e8b7f74b.svs	1fba7d4ca5248b87f00af66ec79bed12	658690395	released
77ed0b27-67dc-4764-8789-a85f2b2d036f	TCGA-77-8156-01Z-00-DX1.9ed8c07d-61f3-4f6b-9c8b-312917c64e04.svs	8b9c348d5e3d9bcfeca5b2e5de68cd3b	1087217761	released
89b5aa1d-1124-4027-bb6f-818030ca42b0	TCGA-21-5786-01Z-00-DX1.928370C0-0BD4-43D6-94EB-FE7CB172265E.svs	bc4c60d57e85d295ab43883c0f37937a	467125571	released
d262e5a7-5a99-4e68-a878-475d49319161	TCGA-33-AAS8-01Z-00-DX1.774A64E2-17E4-468C-BFE9-85F0D4F52D0E.svs	b330283a25b1d8acc1057e59f61b2104	715198687	released
9c4288be-6c60-40fb-afe8-06f40407c717	TCGA-77-8009-01Z-00-DX1.54adaaba-ddce-4480-9b22-af8e8a85d1d9.svs	a92c6ca06bbff1ea7de4e31837d98073	1770703829	released
1c987453-fdf4-497e-b88e-344170c3a939	TCGA-85-7710-01Z-00-DX1.8bcfe326-1c19-4ebe-879d-83e77739f006.svs	700909844fa351d4916bfb71b480c3bb	209813417	released
c1476ed1-58f9-44ed-96df-999da1b2d4bd	TCGA-43-6143-01Z-00-DX1.52d974a8-3f07-4e7f-8d3f-5d47f321298c.svs	db9d80af47f87a6696b1884d8d1ea72e	263560567	released
46aaae5a-36d4-4de0-9dc4-12313c0dfeeb	TCGA-39-5031-01Z-00-DX1.f9264b3b-9fdf-4fb7-8752-2d3ffd3de3ea.svs	11020707984dc7e9d19e06cb20768e6a	348731375	released
4cc29cdf-cf16-4ff9-b69b-4a4da96aa480	TCGA-63-A5MR-01Z-00-DX1.CCF83112-AEEA-4F76-A43F-2AADE321CE68.svs	7f228531dd9ef451d926783b3ebb2eda	235108482	released
d973e6e0-785d-46a1-b920-fae33df4023c	TCGA-63-A5MB-01Z-00-DX1.BA2648E1-4683-4992-A00C-96179C51A002.svs	5d143ab22306525127bbc99b7b896824	626660624	released
53c154a7-5e3e-448c-bab7-d1b9b922c398	TCGA-22-1002-01Z-00-DX1.A41CF987-B2E7-4ADE-8580-735631EEE963.svs	f12221549db94f6974b02510abf8e5c6	970065283	released
c7f862dd-42d7-414f-8104-c27d6cf2519f	TCGA-85-8048-01Z-00-DX1.1a663caa-dff1-4f03-b06b-c8b8b5ce08c6.svs	7a89f87b5eb7eb48e043020c64deb311	239591891	released
36e5e72f-a39c-4c74-88e1-1db75c53ed7c	TCGA-56-8626-01Z-00-DX1.C9836EAF-F005-40E9-B781-1D5586141F0D.svs	16c69d62a5d3c1650ccc360a7a46fc65	234066872	released
9f78624e-3f28-4cae-b419-f433b8a825d3	TCGA-18-3410-01Z-00-DX1.DB186D75-4AEE-4E1B-83D5-5A1970F03581.svs	cc62ede827836bf574f095326ddd4846	811516118	released
d5d00824-8f67-4a9d-b772-71569d3659c5	TCGA-18-3406-01Z-00-DX1.8D07F006-425C-4724-BBB3-5BA099401234.svs	7fbbdf8136f2128a4b589c8000368003	946533236	released
