id	filename	md5	size	state
7909042c-47f9-4f3a-9591-71f8856a571d	0648c653-891f-4202-8d83-59be8fc5e80c.rna_seq.augmented_star_gene_counts.tsv	837dbf379bbfa54941e83513e4a44f91	4243442	released
441e6227-4fa3-4891-92ec-8a6f93a02ec6	fdbb6067-944b-42be-a7d3-9b200157e0f6.rna_seq.augmented_star_gene_counts.tsv	c0a7738edcb51e41f8499bbc7dd20824	4243563	released
87db73f9-c9db-4797-b02e-28373c9b5bbb	1bd807e3-4eea-4a60-9df3-ca0d26fe5080.rna_seq.augmented_star_gene_counts.tsv	b959ab014dff7abf4720fa58297df542	4208499	released
c2a485c5-f871-4337-acdd-63b365a9c8a1	24ccefdf-3ec9-4a4f-94c7-8fc273347686.rna_seq.augmented_star_gene_counts.tsv	639c61db1c3a4a1839e1a888ac96ee02	4238137	released
cd03b494-38bf-4b7d-86a5-672acd7d0125	2fabdcab-7464-43ed-9cba-0f79b3bb66dc.rna_seq.augmented_star_gene_counts.tsv	f90d3c18ef20a41d369042d985d1bd31	4242044	released
c9945774-3973-498c-a784-8a7b41b99d5d	94fd1716-2a81-4150-8816-daf54f2bb604.rna_seq.augmented_star_gene_counts.tsv	aa152a54f376c82492f83c0309bbc64d	4230599	released
021326fa-7b6c-45c0-b078-4646c2260068	97b043a9-8872-4f75-be81-aed7d0bd849d.rna_seq.augmented_star_gene_counts.tsv	847ef91f3552621a994df1289a6fd6e5	4228056	released
8f5bb09d-e15a-4938-aad1-85c1b2d79af9	09bbf500-6e8c-4cb8-bc96-d7c09a43a041.rna_seq.augmented_star_gene_counts.tsv	956ccdfb0ec67ef80d992051de20f9bc	4229099	released
c5cdf98d-fb4e-4869-9e86-259a497b904e	9f051fa2-2cc7-433a-b8b4-5829a51e9a65.rna_seq.augmented_star_gene_counts.tsv	05cf6d618e96ffda31b58e7d916c6e57	4235653	released
89651118-9b55-44a9-a05f-d1b9cee5271c	83d26edb-c1e0-4de3-aa5c-b22817dddb83.rna_seq.augmented_star_gene_counts.tsv	b820fb723cdbff1e02cc4716f36838f1	4252048	released
4bf7a91f-c267-470c-9df1-084aa8637ffe	d13be6e3-c9a9-4ff9-b5fa-6f2aac42dbce.rna_seq.augmented_star_gene_counts.tsv	59d580a143e774cc4d3dec6a9a61234c	4224779	released
5ae6a0f5-4613-450d-8be0-9a126f4eea1f	2dab1294-36b0-438c-8dda-b97e17f03eed.rna_seq.augmented_star_gene_counts.tsv	d2021e68409bec5adb100dd72a4a221b	4232193	released
a271ba96-1fd1-4152-ad5b-0b0fa67d0574	11c017a7-92d7-4c1f-a90a-3f7eb3cc9571.rna_seq.augmented_star_gene_counts.tsv	84bed23d7e40dd52f5e61546396e03cc	4230779	released
a8c8cbc5-e771-4ba5-b53f-00b53cd032fd	6798d95c-91be-43f9-88a1-41978d4a41c5.rna_seq.augmented_star_gene_counts.tsv	0bcbdb256088f2f2aaa2b31068918996	4242291	released
0fe3bf01-415a-4945-8606-74b92ae9da44	d58fe5dc-9a75-42e7-94af-2ab20a21dab1.rna_seq.augmented_star_gene_counts.tsv	c629fa266a5bf5567c531884c8339292	4235061	released
741148a5-d9b6-412d-9dfe-a5ccd9717de5	0579a43e-3d6a-4b55-b7b6-e46f2f826a63.rna_seq.augmented_star_gene_counts.tsv	693b69a3107ffe464938f0714c394918	4243070	released
614cd2d9-e7f9-4247-a38f-f4ac8fd3b484	01c2d483-14b3-4a2e-b31c-c9b18cf68059.rna_seq.augmented_star_gene_counts.tsv	045f66391cd57904e7d6a323a41cdc8d	4238679	released
f514f386-f7e8-4771-8d22-48430740328e	947d262c-5ccf-413a-868f-16ed7005a46b.rna_seq.augmented_star_gene_counts.tsv	9038ab5d116323307fb49b9993b5f04c	4235954	released
bdd8f5e2-1b65-4c8d-8527-88b892cbb8fe	85a316b8-6292-47d9-b580-07900c5236b7.rna_seq.augmented_star_gene_counts.tsv	8f1695d31edc305086e2747421d6261b	4259375	released
147111bd-92d8-4ec5-aa9d-66a27dab8d4a	c0d8873d-6669-4129-98d0-8b17d8c330d1.rna_seq.augmented_star_gene_counts.tsv	eda448955a27095a3a7de6a2691bbe46	4246957	released
a63881c9-00b2-4ec2-a190-cc59d9c2d780	df77483a-5756-4f48-87c6-8e45f765bdb7.rna_seq.augmented_star_gene_counts.tsv	5e6a0259e587c04b677b3da8350dfc45	4261945	released
90b9c230-9813-4c8e-b9e7-9018ccd21d28	af58596d-09fc-4190-a9db-62896c0dc494.rna_seq.augmented_star_gene_counts.tsv	39a5ec5a8af72e24927295542335251f	4236303	released
d6e77785-08d1-4b50-b97a-4e927cbb1669	4936e396-7bec-4b5b-936a-029889e5d271.rna_seq.augmented_star_gene_counts.tsv	f4e0cd4b77427fb13bdddf0baf1889c9	4241540	released
966cba2c-ca26-4861-8ed6-d6682511000a	37926dd6-7398-47e4-b62e-d673ec619ea9.rna_seq.augmented_star_gene_counts.tsv	32ac82f49b29d73edcf43ab312c0f571	4236589	released
4a5f6af0-e0d1-4657-9bdc-85eb6c31ffbb	e7ff7af5-c049-45ed-bd64-b6f28588444a.rna_seq.augmented_star_gene_counts.tsv	67e6ad6cfde04890c3a6db8179294d38	4239054	released
81f72f24-60e5-4d8f-a4de-41ef4a652243	c5cef3b1-5e10-46cc-8e87-90fc037a0f8d.rna_seq.augmented_star_gene_counts.tsv	11ae3a0b0fb0858c34804699cc68fd9d	4252186	released
63853c66-8004-4205-8c0c-9b92d02f7ea1	524c80cb-45a4-4217-b9ca-921fbbe45510.rna_seq.augmented_star_gene_counts.tsv	097f69ec7c1ae1a2b510d9ef6467a062	4275042	released
aea9f25d-825e-4e70-bef2-260b514b5f86	ac8931db-1d94-4301-952e-599717b5adf9.rna_seq.augmented_star_gene_counts.tsv	fc2d10c9a7ade8fb151a54789cb125cf	4223893	released
7d53b735-23db-4321-a2ec-76264f7c607f	3f169585-7c16-4935-bf5c-bb746abcef02.rna_seq.augmented_star_gene_counts.tsv	8b10aad9a42d2f76c672f6498d8b821a	4221635	released
9d3f54d7-901f-4861-b015-21d011a40869	a4c0b47f-515a-4578-a6d3-fbf447c5f107.rna_seq.augmented_star_gene_counts.tsv	931bb3de0b231909b8a060995ce53621	4252620	released
5fb9c871-c521-4253-ab5e-135d23b8230a	6bd8c4ec-61c9-426a-8ad1-8becd5d8cdc9.rna_seq.augmented_star_gene_counts.tsv	6e52f0391d939ff255eecfcf6f474289	4231384	released
44959554-954a-43aa-aa22-1b2db64a790f	fd05ecb5-b9c5-4396-b0f3-82c67b2d70e3.rna_seq.augmented_star_gene_counts.tsv	4f0a452de0e2ab38e94159abb07a8a84	4263770	released
454cc158-5444-4201-9672-ef1d1f0516ed	ee2afa06-246e-4e43-9a2f-22cd500ea8f7.rna_seq.augmented_star_gene_counts.tsv	44db0764621b78fb96dd8248d426b4c9	4248444	released
f3705f68-9ed0-4945-9554-5cb2a7dd20dc	f63b906b-4b3b-4dab-b3f9-210baa574ee5.rna_seq.augmented_star_gene_counts.tsv	f7478c01465f7812e6d0fcfe6f493a24	4258855	released
c64da734-41f3-4863-90a8-dc9871b7ae02	441b25ca-6ee0-4404-961a-be70c12546a8.rna_seq.augmented_star_gene_counts.tsv	3dd8e017e75c45432c6a04b7c8fbc2e5	4244645	released
d64e9bd5-868a-4c9b-89a2-5510f4319c75	37b8f665-3b34-46b9-96da-fcb0ce078432.rna_seq.augmented_star_gene_counts.tsv	f79f2b01162a8c6542b6326c91706ae3	4237484	released
f34cfca8-0af0-4bd3-be67-a79d5bb31825	89932427-8666-4c29-b628-d2c78ac1183d.rna_seq.augmented_star_gene_counts.tsv	15f3f3adbd284c28df43876add8839c6	4249715	released
0e480f18-0e72-444e-b7e1-956a439471ad	a21c0490-049b-4451-a714-89007edb62f5.rna_seq.augmented_star_gene_counts.tsv	d1c3182edd30ba92ad70fe402f711deb	4221130	released
52055266-7b4e-4fc4-bae0-6e39d76cff59	23ba243d-81d5-44b7-a238-5c0e99118e97.rna_seq.augmented_star_gene_counts.tsv	a8b8bd910f9c407dab2b6b498f19e8b9	4248812	released
c6bd1dd4-4966-4e53-aaf3-30da7d28491d	3dc5db8b-58cf-4e9f-8ed8-35203b61d452.rna_seq.augmented_star_gene_counts.tsv	a12800f15e61c615ffe7affdf18a11b5	4244782	released
771fb64d-317e-4eeb-8945-b3446848294a	cb7f1dab-ee8b-4f22-b704-0e868b3a14b5.rna_seq.augmented_star_gene_counts.tsv	875e696dc2405c39034ce29a29bd28d1	4245925	released
a2ccff5d-4458-40a1-8522-153d12161b2e	8ba62a76-1dd5-4779-be0b-97949035b130.rna_seq.augmented_star_gene_counts.tsv	03d0d7fd177a2e0b9dfd7da760b728e4	4241847	released
964fcdaf-b5d1-4fc2-8d3a-08013d6fe4d8	ea02dcce-82f9-42d6-82fa-0ebd940138a4.rna_seq.augmented_star_gene_counts.tsv	c7139d2e98e8cbdcbcaa6dd4e4bad8d4	4247211	released
dc26c8dc-9cb5-489f-9138-f748faa3b3f5	7d4a0fea-feea-493a-ba6e-e78d99ee0590.rna_seq.augmented_star_gene_counts.tsv	244156cae2337d4346c7a4c0449dd37e	4248174	released
